text,label
Your PayPal account is limited. Verify immediately: http://paypal-562965.com,spam
Your PayPal account is limited. Verify immediately: http://paypal-163832.com,spam
Your order #654023 has been shipped. Expected delivery: the 15th.,ham
Congratulations! You've won a $45354 prize. Click here to claim: http://prize-932572.com,spam
Prescription drugs at 80% off. No prescription needed! http://pharmacy-192048.com,spam
LAST CHANCE: Confirm your subscription or lose access. Click: http://sub-033626.net,spam
Your doctor's appointment is confirmed for Wednesday at 3:30 PM.,ham
Thanks for your email. I'll get back to you by end of day tomorrow.,ham
FYI ? the project deadline has been moved to Sunday. Please update your plans.,ham
The homework assignment is due Thursday. Please submit via the portal by midnight.,ham
URGENT: Your account has been suspended. Verify now at http://secure-668803.net,spam
Nigerian prince needs your help. Transfer $73388 for $430860 reward.,spam
,spam
Hot singles in your area are waiting! Meet them tonight at http://date-695805.com,spam
You have been selected for a $31560 cash reward. Act fast! Expires soon.,spam
"Hi Michael, just checking in about the meeting scheduled for the 15th at 5:00 PM.",ham
Send this to 14 people and receive $46808 from Bill Gates!,spam
The library book you reserved is now available for pickup. Expires Monday.,ham
FREE iPhone 14! Limited offer. Reply YES to claim yours now!,spam
"Hi John, your subscription renews on Wednesday. Let us know if you'd like to make changes.",ham
Can we reschedule our Sunday call? I have a conflict in the morning.,
WINNER! Your email won our lottery. Send bank details to collect $35509.,spam
Happy birthday James! Hope you have a wonderful day.,ham
You owe $305 in taxes. Pay immediately or face arrest. IRS Notice #953962.,spam
Please find attached the report for Q1 as discussed in our last meeting.,ham
Monthly newsletter: Here's what happened in our community this April.,ham
Congratulations! You've won a $67431 prize. Click here to claim: http://prize-481876.com,spam
FYI ? the project deadline has been moved to Sunday. Please update your plans.,ham
Send this to 13 people and receive $18405 from Bill Gates!,spam
Thanks for your email. I'll get back to you by end of day Thursday.,ham
Meet beautiful Latin women seeking marriage. Visit http://bride-640882.com,spam
WINNER! Your email won our lottery. Send bank details to collect $20078.,spam
"Hi Emily, just checking in about the meeting scheduled for Friday at 9:00 AM.",ham
Please review and sign the attached NDA before our meeting on tomorrow.,ham
Your order #646594 has been shipped. Expected delivery: the 20th.,ham
Refinance your mortgage! Get $8745 cash back. No credit check needed.,spam
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
Reminder: Team standup is at 9:00 AM today. Agenda in the shared doc.,ham
FREE iPhone 14! Limited offer. Reply YES to claim yours now!,
The conference call recording from Friday is now available in the shared folder.,ham
Free trial of our premium service. No credit card needed. Sign up: http://free-153123.com,spam
The invoice #668992 for $7788 is attached. Please process by Tuesday.,ham
Congratulations! You've won a $30039 prize. Click here to claim: http://prize-323098.com,spam
Your flight 406214 to London departs at 6:30 PM on Thursday. Check-in opens 24h before.,ham
I've booked a table for 6 at 3:30 PM on tomorrow. Let me know if plans change.,ham
Free trial of our premium service. No credit card needed. Sign up: http://free-379897.com,spam
,spam
Your PayPal account is limited. Verify immediately: http://paypal-522047.com,spam
The homework assignment is due Monday. Please submit via the portal by midnight.,ham
FREE iPhone 14! Limited offer. Reply YES to claim yours now!,spam
Your computer has a virus! Call 1-800-663282 immediately for free removal.,spam
The library book you reserved is now available for pickup. Expires Wednesday.,ham
You owe $2455 in taxes. Pay immediately or face arrest. IRS Notice #030835.,spam
Dinner at 6:30 PM tonight? I was thinking we could try that new Italian place.,ham
"Cheap meds online! V!@GRA, C!AL!S and more. Discreet shipping. Order now!",spam
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
The quarterly budget review is scheduled for Thursday. Please prepare your department numbers.,
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
You have been selected for a $35552 cash reward. Act fast! Expires soon.,spam
,ham
Happy birthday Emily! Hope you have a wonderful day.,ham
Thanks for attending the webinar! The recording and slides are attached.,ham
,spam
Happy birthday Ashley! Hope you have a wonderful day.,ham
Happy birthday Robert! Hope you have a wonderful day.,ham
"Hey, are you free this weekend? A few of us are planning a hike on tomorrow.",ham
URGENT: Your account has been suspended. Verify now at http://secure-841862.net,spam
Send this to 7 people and receive $25020 from Bill Gates!,spam
Please review and sign the attached NDA before our meeting on tomorrow.,ham
Please review and sign the attached NDA before our meeting on Saturday.,ham
Please find attached the report for Q3 as discussed in our last meeting.,ham
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
FREE iPhone 16 Pro! Limited offer. Reply YES to claim yours now!,spam
FYI ? the project deadline has been moved to tomorrow. Please update your plans.,ham
URGENT: Your account has been suspended. Verify now at http://secure-975424.net,spam
FREE iPhone 15! Limited offer. Reply YES to claim yours now!,spam
Earn $76009 daily with crypto! Bitcoin investment guaranteed returns.,spam
,spam
Exclusive offer for you: Get 90% off everything at http://shop-517133.com,spam
FREE iPhone 15! Limited offer. Reply YES to claim yours now!,spam
Your package is held at customs. Pay $29332 fee: http://customs-426698.com,spam
Free trial of our premium service. No credit card needed. Sign up: http://free-715454.com,spam
"Hi team, please welcome Michael who is joining us as the new Marketing Manager starting the 15th.",ham
Thanks for attending the webinar! The recording and slides are attached.,ham
"Hi Jessica, just checking in about the meeting scheduled for Monday at 3:30 PM.",ham
You have been selected for a $31283 cash reward. Act fast! Expires soon.,spam
You owe $32992 in taxes. Pay immediately or face arrest. IRS Notice #538044.,spam
,spam
Refinance your mortgage! Get $24849 cash back. No credit check needed.,spam
Please find attached the report for Q1 as discussed in our last meeting.,ham
Meet beautiful Latin women seeking marriage. Visit http://bride-521353.com,spam
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
Lose 15 lbs in 22 days GUARANTEED! Our miracle pill works instantly.,spam
Earn $68162 daily with crypto! Bitcoin investment guaranteed returns.,spam
Exclusive offer for you: Get 90% off everything at http://shop-055286.com,spam
FYI ? the project deadline has been moved to Saturday. Please update your plans.,ham
CLAIM NOW: You've been chosen for a $36314 Amazon gift card!,spam
Double your investment in 24 hours with our secret trading algorithm!,spam
"Hi Robert, your subscription renews on Friday. Let us know if you'd like to make changes.",ham
The invoice #447717 for $20484 is attached. Please process by the 20th.,ham
"Hi Michael, your subscription renews on the 15th. Let us know if you'd like to make changes.",ham
Dinner at 9:00 AM tonight? I was thinking we could try that new Italian place.,ham
Thanks for attending the webinar! The recording and slides are attached.,ham
Can we reschedule our Saturday call? I have a conflict in the morning.,ham
FREE iPhone 16 Pro! Limited offer. Reply YES to claim yours now!,spam
You owe $83848 in taxes. Pay immediately or face arrest. IRS Notice #971179.,spam
Dinner at 3:30 PM tonight? I was thinking we could try that new Italian place.,ham
The quarterly budget review is scheduled for Monday. Please prepare your department numbers.,ham
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
Nigerian prince needs your help. Transfer $46194 for $10763 reward.,spam
"Hi Robert, your subscription renews on next week. Let us know if you'd like to make changes.",ham
Your PayPal account is limited. Verify immediately: http://paypal-964448.com,spam
Send this to 18 people and receive $28407 from Bill Gates!,spam
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
,ham
Your PayPal account is limited. Verify immediately: http://paypal-617580.com,
The conference call recording from next week is now available in the shared folder.,ham
Lose 44 lbs in 12 days GUARANTEED! Our miracle pill works instantly.,spam
"Hi team, please welcome Jessica who is joining us as the new Designer starting the 20th.",ham
"Hi Michael, just checking in about the meeting scheduled for next week at noon.",ham
Free trial of our premium service. No credit card needed. Sign up: http://free-073651.com,spam
